"uniqueID","StudyID_IDALL","Authors","Year","Title","Citation","Unit_analysis","Study_design","Case_countries","Continent","Worldbank_national_income_group","Synthetic_fertiliser_category","Water_source","All_services_average_percent_transf","All_services_average","Yield","Recoded_aspect_of_yield","Freshwater","Fuelwood","Fiber","Biochemicals","Genetic_resources","Climate_regulation","Disease_regulation","Pest_regulation","Water_regulation","Water_purification","Pollination","Soil_formation","Nutrient_cycling","Aspect of Nutrient cycling measured","Primary_production","Biodiversity_composition_spp_occurrence_abunndance","Biodiversity_structure_habitat","Biodiversity_functions_processes_soil_organic_carbon","Recoded_spect_of_function","Econ_wellbeing_average_percent_transf","Econ_wellbeing_average","Profit","Financial_security","Physical_capital","Savings_labour_cost","Combined_ecological_social_outcome"
158,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,"Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop","Lengwati, D. M., Mathews, C., & Dakora, F. D. (2020). Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop. Frontiers in Sustainable Food Systems, 4. doi:10.3389/fsufs.2020.00097","Plot","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",26.852380952381,1.26852380952381,"1.32","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.3255714285714286","Percentage increases in mineral nutrient composition of maize grain (Average)","1.1599999999999999","NA","NA","NA","NA",154,2.54,"2.54","NA","Negative",NA,"Win-Mix"
159,329,"Lengwati D.M., Mathews C., Dakora F.D.",2020,"Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop","Lengwati, D. M., Mathews, C., & Dakora, F. D. (2020). Rotation Benefits From N2-Fixing Grain Legumes to Cereals: From Increases in Seed Yield and Quality to Greater Household Cash-Income by a Following Maize Crop. Frontiers in Sustainable Food Systems, 4. doi:10.3389/fsufs.2020.00098","Plot","Experiment (on farm)","South Africa","Africa","UMIC","Synthetic - below threshold","rainfed",22.1761904761905,1.2217619047619,"1.37","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.0652857142857144","Percentage increases in mineral nutrient composition of maize grain (Average)","1.23","NA","NA","NA","NA",154,2.54,"2.54","NA","Negative",NA,"Win-Mix"
160,337,"Li R., Lin H., Niu H., Chen Y., Zhao S., Fan L.",2019,"Smallholder preference and agroecosystem service trade-offs: A case study in Xinzheng County, China","Li, R., Lin, H., Niu, H., Chen, Y., Zhao, S., & Fan, L. (2019). Smallholder preference and agroecosystem service trade-offs: A case study in Xinzheng County, China. Agricultural Systems, 168, 19-26. doi:10.1016/j.agsy.2018.10.002","Farm","Recall + Simulation model","China","Asia","UMIC","Unknown","irrigation",-0.659317706549756,0.993406822934502,"NA","other","NA","NA","NA","NA","NA","1.0179089479939647","NA","NA","NA","NA","NA","NA","0.93537075713354945","N leaching (Hundred kg N ha−1)","NA","NA","NA","1.0269407636759929","Carbon",4.86624626348804,1.04866246263488,"1.0486624626348804","Positive","NA",NA,"Mix-Mix"
161,338,"LI Y.-H., SHI D.-Y., LI G.-H., ZHAO B., ZHANG J.-W., LIU P., REN B., DONG S.-T.",2019,"Maize/peanut intercropping increases photosynthetic characteristics, 13C-photosynthate distribution, and grain yield of summer maize","Li, Y.-h., Shi, D.-y., Li, G.-h., Zhao, B., Zhang, J.-w., Liu, P., . . . Dong, S.-t. (2019). Maize/peanut intercropping increases photosynthetic characteristics, 13C-photosynthate distribution, and grain yield of summer maize. Journal of Integrative Agriculture, 18(10), 2219-2229. doi:10.1016/s2095-3119(19)62616-x","Plot","Experiment (research station)","China","Asia","UMIC","Synthetic - above threshold","rainfed",58.0277953728159,1.58027795372816,"1.8973059074563172","Cumulative grain yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.26325","NA","NA","NA","NA",23,1.23,"1.23","NA","NA",NA,"Win-Win"
164,356,"MacWilliam S., Wismer M., Kulshreshtha S.",2014,"Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations","MacWilliam, S., Wismer, M., & Kulshreshtha, S. (2014). Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations. Agricultural Systems, 123, 43-53. doi:10.1016/j.agsy.2013.08.009","Functional unit (one tonne of grain)","Simulation model (LCA)","Canada","North America","HIC","Synthetic - below threshold","rainfed",11.8747196052041,1.11874719605204,"1.0874831763122477","Non-legume yield only","NA","NA","NA","NA","NA","1.22","NA","NA","NA","1.125","NA","NA","1.21","Terrestrial acidification and nutrification: Proton release and/or chemical nutrient release to soil (kg SO2 equivalents into air/ kg emission).","NA","NA","1.06","1.01","Habitat quality",34,1.34,"1.34","Positive","Mixed",NA,"Win-Mix"
165,356,"MacWilliam S., Wismer M., Kulshreshtha S.",2014,"Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations","MacWilliam, S., Wismer, M., & Kulshreshtha, S. (2014). Life cycle and economic assessment of Western Canadian pulse systems: The inclusion of pulses in crop rotations. Agricultural Systems, 123, 43-53. doi:10.1016/j.agsy.2013.08.009","Functional unit (one tonne of grain)","Simulation model (LCA)","Canada","North America","HIC","Synthetic - below threshold","rainfed",22.4477344100493,1.22447734410049,"1.306864064602961","Non-legume yield only","NA","NA","NA","NA","NA","1.25","NA","NA","NA","1.21","NA","NA","1.24","Terrestrial acidification and nutrification: Proton release and/or chemical nutrient release to soil (kg SO2 equivalents into air/ kg emission).","NA","NA","1.17","1.17","Habitat quality",17,1.17,"1.17","Positive","Mixed",NA,"Win-Mix"
167,748,"Manda, J., Alene, A.D., Mukuma, C., Chikoye, D.,",2017,"Ex-ante welfare impacts of adopting maize-soybean rotation in eastern Zambia.","Manda, J., Alene, A. D., Mukuma, C., & Chikoye, D. (2017). Ex-ante welfare impacts of adopting maize-soybean rotation in eastern Zambia. Agriculture, Ecosystems and Environment, 249, 22-30. doi:10.1016/j.agee.2017.07.030","Farm","Experiment (on farm)","Zambia","Africa","LIC","Synthetic - below threshold","rainfed",14.7368421052632,1.14736842105263,"1.1473684210526316","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",32.7641873610819,1.32764187361082,"1.0543959519291588","1.4425287356321839","1.4860009332711153","NA","Win-Win"
168,366,"Manjunath B.L., Paramesh V., Mahajan G.R., Reddy K.V., Das B., Singh N.P.",2018,"A five years study on the selection of rice based cropping systems in Goa, for west coast region of India","Manjunath, B. L., Paramesh, V., Mahajan, G. R., Reddy, K. V., Das, B., & Singh, N. P. (2018). A five years study on the selection of rice based cropping systems in Goa, for west coast region of India. Journal of Environmental Biology, 39(3), 393-399. doi:10.22438/jeb/39/3/MRN-593","Plot","Experiment (research station)","India","Asia","LMIC","No synthetic","irrigation",26.774600625,1.26774600625,"1.78821363","Equivalent yield","NA","NA","NA","NA","NA","0.97023809500000002","NA","NA","NA","NA","NA","NA","1.0352397","Available soil nitrogen (kg/ha)","1.2772926","NA","NA","NA","NA",59.8185242,1.598185242,"1.598185242","NA","Negative",NA,"Mix-Mix"
169,366,"Manjunath B.L., Paramesh V., Mahajan G.R., Reddy K.V., Das B., Singh N.P.",2018,"A five years study on the selection of rice based cropping systems in Goa, for west coast region of India","Manjunath, B. L., Paramesh, V., Mahajan, G. R., Reddy, K. V., Das, B., & Singh, N. P. (2018). A five years study on the selection of rice based cropping systems in Goa, for west coast region of India. Journal of Environmental Biology, 39(3), 393-399. doi:10.22438/jeb/39/3/MRN-593","Plot","Experiment (research station)","India","Asia","LMIC","No synthetic","irrigation",36.5229365,1.365229365,"1.6519337000000001","Equivalent yield","NA","NA","NA","NA","NA","0.96031745999999996","NA","NA","NA","NA","NA","NA","0.93818599999999996","Available soil nitrogen (kg/ha)","1.9104802999999999","NA","NA","NA","NA",21.3319637,1.213319637,"1.2133196369999999","NA","Negative",NA,"Mix-Mix"
170,367,"Manjunath M.G., Salakinkop S.R., Somanagouda G.",2018,"Productivity and profitability of soybean based millets intercropping systems","Manjunath, M. G., Salakinkop, S. R., & Somanagouda, G. (2018). Productivity and profitability of soybean based millets intercropping systems. Research on Crops, 19(1), 43-47. doi:10.5958/2348-7542.2018.00006.2","Plot","Experiment (research station)","India","Asia","LMIC","Unknown","rainfed",7.60275450000001,1.076027545,"1.2214623899999999","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.93059270000000005","NA","NA","NA","NA",119.3680249,2.193680249,"2.1936802489999998","NA","NA",NA,"Mix-Win"
171,367,"Manjunath M.G., Salakinkop S.R., Somanagouda G.",2018,"Productivity and profitability of soybean based millets intercropping systems","Manjunath, M. G., Salakinkop, S. R., & Somanagouda, G. (2018). Productivity and profitability of soybean based millets intercropping systems. Research on Crops, 19(1), 43-47. doi:10.5958/2348-7542.2018.00006.3","Plot","Experiment (research station)","India","Asia","LMIC","Unknown","rainfed",-0.0469400000000064,0.9995306,"1.1734072","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.825654","NA","NA","NA","NA",117.0420393,2.170420393,"2.1704203930000001","NA","NA",NA,"Mix-Win"
172,367,"Manjunath M.G., Salakinkop S.R., Somanagouda G.",2018,"Productivity and profitability of soybean based millets intercropping systems","Manjunath, M. G., Salakinkop, S. R., & Somanagouda, G. (2018). Productivity and profitability of soybean based millets intercropping systems. Research on Crops, 19(1), 43-47. doi:10.5958/2348-7542.2018.00006.4","Plot","Experiment (research station)","India","Asia","LMIC","Unknown","rainfed",3.05249249999999,1.030524925,"1.28172255","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.77932729999999995","NA","NA","NA","NA",161.6705962,2.616705962,"2.6167059620000002","NA","NA",NA,"Mix-Win"
175,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.013","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",39.78,1.3978,"1.5106999999999999","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","1.2848999999999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",331.25745,4.3125745,"8.3388000000000009","NA","NA","0.28634900000000002","Win-Mix"
176,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.014","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",31.87,1.3187,"1.4245000000000001","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","1.2129000000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",390.07205,4.9007205,"9.3405000000000005","NA","NA","0.46094099999999999","Win-Mix"
177,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.012","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",23.875,1.23875,"1.3978999999999999","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","1.0795999999999999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",164.267741409708,2.64267741409708,"4.9719431349129959","NA","NA","0.31341169328115992","Win-Mix"
178,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.015","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",24.905,1.24905,"1.4177999999999999","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","1.0803","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",150.94934343229,2.5094934343229,"4.7826873459912154","NA","NA","0.23629952265459009","Win-Mix"
179,744,"Midega, C.A.O., Salifu, D., Bruce, T.J., Pittchar, J., Pickett, J.A., Khan, Z.R.,",2014,"Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation.","Midega, C. A. O., Salifu, D., Bruce, T. J., Pittchar, J., Pickett, J. A., & Khan, Z. R. (2014). Cumulative effects and economic benefits of intercropping maize with food legumes on Striga hermonthica infestation. Field Crops Research, 155, 144-152. doi:10.1016/j.fcr.2013.09.016","Plot","Experiment (research station)","Kenya","Africa","LMIC","Synthetic - below threshold","rainfed",28.87,1.2887,"1.3896999999999999","Non-legume yield only","NA","NA","NA","NA","NA","NA","NA","1.1877","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",194.002626609844,2.94002626609844,"5.5347913623033156","NA","NA","0.34526116989355993","Win-Mix"
180,388,"Mishra M.M., Mohanty M., Gulati J.M.L., Nanda S.S.",2013,"Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India","Mishra, M. M., Mohanty, M., Gulati, J. M. L., & Nanda, S. S. (2013). Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India. Indian Journal of Agricultural Sciences, 83(12), 1279-1284.","Plot","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","rainfed",12.9903774981495,1.1299037749815,"1.232420429311621","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.0273871206513694","Nutrient use efficiency (kg REY/ha N applied)","NA","NA","NA","NA","NA",2.91792193788325,1.02917921937883,"1.2183809930288803","NA","0.83997744572878486",NA,"Win-Mix"
181,388,"Mishra M.M., Mohanty M., Gulati J.M.L., Nanda S.S.",2013,"Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India","Mishra, M. M., Mohanty, M., Gulati, J. M. L., & Nanda, S. S. (2013). Evaluation of various rice (Oryza sativa) based crop sequences for enhanced productivity, profitability and energy efficiency in eastern plateau and hills zone of India. Indian Journal of Agricultural Sciences, 83(12), 1279-1284.","Plot","Experiment (on farm)","India","Asia","LMIC","Synthetic - below threshold","rainfed",2.8497409326425,1.02849740932642,"1.1428571428571428","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0.91413767579570693","Nutrient use efficiency (kg REY/ha N applied)","NA","NA","NA","NA","NA",-9.69797884738899,0.90302021152611,"1.0130886328069426","NA","0.79295179024527773",NA,"Mix-Mix"
182,742,"Mohan, H.M., Chittapur, B.M., Hiremath, S.M",2013,"EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION","Mohan, H. M., Chittapur, B. M., & Hiremath, S. M. (2013). EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION. Legume Research, 36(4), 338-343.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",19.0807264685509,1.19080726468551,"1.343625498007968","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.2412698412698413","N uptake kgha-1)","0.98752645477871615","NA","NA","NA","NA",26.0138287293466,1.26013828729347,"1.371451509312781","1.1488250652741514","NA","NA","Win-Win"
183,742,"Mohan, H.M., Chittapur, B.M., Hiremath, S.M",2013,"EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION","Mohan, H. M., Chittapur, B. M., & Hiremath, S. M. (2013). EVALUATION OF RICEBEAN AND FRENCHBEAN AS INTERCROPS WITH MAIZE UNDER DIFFERENT ROW PROPORTIONS IN THE PENINSULAR REGION. Legume Research, 36(4), 338-343.","Plot","Experiment (research station)","India","Asia","LMIC","Synthetic - below threshold","rainfed",29.9798226666693,1.29979822666669,"1.6819389110225764","Equivalent yield","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.2317460317460318","N uptake kgha-1)","0.98570973723147204","NA","NA","NA","NA",51.7474271838962,1.51747427183896,"1.7503532434168272","1.2845953002610966","NA","NA","Win-Win"
